prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
3779,ABBA,"Then, Kenneth and Anthony had a lot of fun at the hospital. Anthony gave a bone to Kenneth","Then, Anthony and Kenneth had a lot of fun at the hospital. Kenneth gave a bone to Anthony",Kenneth,Anthony,Anthony,Kenneth,40980,21504,21504,40980,19,hospital,bone
3780,BABA,"When Erin and Aaron got a kiss at the restaurant, Erin decided to give it to Aaron","When Aaron and Erin got a kiss at the restaurant, Aaron decided to give it to Erin",Aaron,Erin,Erin,Aaron,32057,42201,42201,32057,17,restaurant,kiss
3781,BABA,"When Vanessa and Jeffrey got a bone at the store, Vanessa decided to give it to Jeffrey","When Jeffrey and Vanessa got a bone at the store, Jeffrey decided to give it to Vanessa",Jeffrey,Vanessa,Vanessa,Jeffrey,48206,68439,68439,48206,17,store,bone
3782,ABBA,"Then, Robert and Benjamin were working at the store. Benjamin decided to give a drink to Robert","Then, Benjamin and Robert were working at the store. Robert decided to give a drink to Benjamin",Robert,Benjamin,Benjamin,Robert,7866,27316,27316,7866,18,store,drink
3783,ABBA,"When Michelle and Nicholas got a necklace at the store, Nicholas decided to give it to Michelle","When Nicholas and Michelle got a necklace at the store, Michelle decided to give it to Nicholas",Michelle,Nicholas,Nicholas,Michelle,37108,34218,34218,37108,17,store,necklace
3784,BABA,"Then, Elizabeth and Gregory went to the station. Elizabeth gave a snack to Gregory","Then, Gregory and Elizabeth went to the station. Gregory gave a snack to Elizabeth",Gregory,Elizabeth,Elizabeth,Gregory,39706,15419,15419,39706,15,station,snack
3785,ABBA,"Then, Michelle and Katherine had a long argument, and afterwards Katherine said to Michelle","Then, Katherine and Michelle had a long argument, and afterwards Michelle said to Katherine",Michelle,Katherine,Katherine,Michelle,37108,58448,58448,37108,15,school,bone
3786,BABA,"Then, Jesse and David had a lot of fun at the restaurant. Jesse gave a kiss to David","Then, David and Jesse had a lot of fun at the restaurant. David gave a kiss to Jesse",David,Jesse,Jesse,David,6046,46041,46041,6046,19,restaurant,kiss
3787,BABA,"After Stephen and David went to the house, Stephen gave a ring to David","After David and Stephen went to the house, David gave a ring to Stephen",David,Stephen,Stephen,David,6046,18653,18653,6046,14,house,ring
3788,ABBA,"Then, William and Katherine were thinking about going to the school. Katherine wanted to give a kiss to William","Then, Katherine and William were thinking about going to the school. William wanted to give a kiss to Katherine",William,Katherine,Katherine,William,7130,58448,58448,7130,20,school,kiss
3789,BABA,"Then, Kevin and Matthew had a lot of fun at the hospital. Kevin gave a kiss to Matthew","Then, Matthew and Kevin had a lot of fun at the hospital. Matthew gave a kiss to Kevin",Matthew,Kevin,Kevin,Matthew,23739,19934,19934,23739,19,hospital,kiss
3790,BABA,"Then, Michelle and Crystal were thinking about going to the restaurant. Michelle wanted to give a kiss to Crystal","Then, Crystal and Michelle were thinking about going to the restaurant. Crystal wanted to give a kiss to Michelle",Crystal,Michelle,Michelle,Crystal,28166,37108,37108,28166,20,restaurant,kiss
3791,BABA,"Then, Ryan and Nicholas had a lot of fun at the station. Ryan gave a ring to Nicholas","Then, Nicholas and Ryan had a lot of fun at the station. Nicholas gave a ring to Ryan",Nicholas,Ryan,Ryan,Nicholas,34218,18894,18894,34218,19,station,ring
3792,ABBA,"Then, Amanda and Kimberly were working at the office. Kimberly decided to give a drink to Amanda","Then, Kimberly and Amanda were working at the office. Amanda decided to give a drink to Kimberly",Amanda,Kimberly,Kimberly,Amanda,43069,102292,102292,43069,18,office,drink
3793,ABBA,"Then, Michelle and Rebecca were thinking about going to the store. Rebecca wanted to give a drink to Michelle","Then, Rebecca and Michelle were thinking about going to the store. Michelle wanted to give a drink to Rebecca",Michelle,Rebecca,Rebecca,Michelle,37108,43057,43057,37108,20,store,drink
3794,BABA,"When Michelle and Lindsay got a drink at the garden, Michelle decided to give it to Lindsay","When Lindsay and Michelle got a drink at the garden, Lindsay decided to give it to Michelle",Lindsay,Michelle,Michelle,Lindsay,61987,37108,37108,61987,17,garden,drink
3795,ABBA,"Then, Kimberly and Amanda had a long argument, and afterwards Amanda said to Kimberly","Then, Amanda and Kimberly had a long argument, and afterwards Kimberly said to Amanda",Kimberly,Amanda,Amanda,Kimberly,102292,43069,43069,102292,15,hospital,computer
3796,ABBA,"When Lindsey and Ashley got a drink at the house, Ashley decided to give it to Lindsey","When Ashley and Lindsey got a drink at the house, Lindsey decided to give it to Ashley",Lindsey,Ashley,Ashley,Lindsey,95807,42702,42702,95807,17,house,drink
3797,BABA,"When Rachel and Jesse got a basketball at the school, Rachel decided to give it to Jesse","When Jesse and Rachel got a basketball at the school, Jesse decided to give it to Rachel",Jesse,Rachel,Rachel,Jesse,46041,32758,32758,46041,17,school,basketball
3798,BABA,"Then, Danielle and Benjamin were thinking about going to the hospital. Danielle wanted to give a drink to Benjamin","Then, Benjamin and Danielle were thinking about going to the hospital. Benjamin wanted to give a drink to Danielle",Benjamin,Danielle,Danielle,Benjamin,27316,84486,84486,27316,20,hospital,drink
3799,ABBA,"Then, Rebecca and Nicole went to the restaurant. Nicole gave a drink to Rebecca","Then, Nicole and Rebecca went to the restaurant. Rebecca gave a drink to Nicole",Rebecca,Nicole,Nicole,Rebecca,43057,42462,42462,43057,15,restaurant,drink
3800,ABBA,"Then, Emily and Ryan went to the hospital. Ryan gave a bone to Emily","Then, Ryan and Emily went to the hospital. Emily gave a bone to Ryan",Emily,Ryan,Ryan,Emily,31325,18894,18894,31325,15,hospital,bone
3801,ABBA,"When Heather and Jeremy got a necklace at the restaurant, Jeremy decided to give it to Heather","When Jeremy and Heather got a necklace at the restaurant, Heather decided to give it to Jeremy",Heather,Jeremy,Jeremy,Heather,51593,42219,42219,51593,17,restaurant,necklace
3802,BABA,"Then, Lindsay and Angela had a long argument, and afterwards Lindsay said to Angela","Then, Angela and Lindsay had a long argument, and afterwards Angela said to Lindsay",Angela,Lindsay,Lindsay,Angela,43971,61987,61987,43971,15,hospital,bone
3803,ABBA,"After Kenneth and Jennifer went to the station, Jennifer gave a kiss to Kenneth","After Jennifer and Kenneth went to the station, Kenneth gave a kiss to Jennifer",Kenneth,Jennifer,Jennifer,Kenneth,40980,30904,30904,40980,14,station,kiss
3804,BABA,"Then, Jeremy and Travis went to the school. Jeremy gave a computer to Travis","Then, Travis and Jeremy went to the school. Travis gave a computer to Jeremy",Travis,Jeremy,Jeremy,Travis,52664,42219,42219,52664,15,school,computer
3805,ABBA,"Then, Vanessa and James were thinking about going to the house. James wanted to give a computer to Vanessa","Then, James and Vanessa were thinking about going to the house. Vanessa wanted to give a computer to James",Vanessa,James,James,Vanessa,68439,6110,6110,68439,20,house,computer
3806,BABA,"When Angela and Nicholas got a bone at the school, Angela decided to give it to Nicholas","When Nicholas and Angela got a bone at the school, Nicholas decided to give it to Angela",Nicholas,Angela,Angela,Nicholas,34218,43971,43971,34218,17,school,bone
3807,BABA,"Then, Rebecca and Timothy went to the office. Rebecca gave a ring to Timothy","Then, Timothy and Rebecca went to the office. Timothy gave a ring to Rebecca",Timothy,Rebecca,Rebecca,Timothy,44708,43057,43057,44708,15,office,ring
3808,ABBA,"Then, Sara and Adam had a long argument, and afterwards Adam said to Sara","Then, Adam and Sara had a long argument, and afterwards Sara said to Adam",Sara,Adam,Adam,Sara,34315,14876,14876,34315,15,school,computer
3809,BABA,"When Katie and Ashley got a kiss at the garden, Katie decided to give it to Ashley","When Ashley and Katie got a kiss at the garden, Ashley decided to give it to Katie",Ashley,Katie,Katie,Ashley,42702,46526,46526,42702,17,garden,kiss
3810,BABA,"Then, Jose and Kimberly went to the station. Jose gave a drink to Kimberly","Then, Kimberly and Jose went to the station. Kimberly gave a drink to Jose",Kimberly,Jose,Jose,Kimberly,102292,8289,8289,102292,15,station,drink
3811,ABBA,"Then, Jeffrey and Courtney had a lot of fun at the office. Courtney gave a snack to Jeffrey","Then, Courtney and Jeffrey had a lot of fun at the office. Jeffrey gave a snack to Courtney",Jeffrey,Courtney,Courtney,Jeffrey,48206,81161,81161,48206,19,office,snack
3812,BABA,"Then, Crystal and Christine had a lot of fun at the hospital. Crystal gave a snack to Christine","Then, Christine and Crystal had a lot of fun at the hospital. Christine gave a snack to Crystal",Christine,Crystal,Crystal,Christine,45698,28166,28166,45698,19,hospital,snack
3813,ABBA,"Then, Rebecca and Tiffany had a long argument, and afterwards Tiffany said to Rebecca","Then, Tiffany and Rebecca had a long argument, and afterwards Rebecca said to Tiffany",Rebecca,Tiffany,Tiffany,Rebecca,43057,78477,78477,43057,15,hospital,necklace
3814,BABA,"When Adam and Kimberly got a snack at the office, Adam decided to give it to Kimberly","When Kimberly and Adam got a snack at the office, Kimberly decided to give it to Adam",Kimberly,Adam,Adam,Kimberly,102292,14876,14876,102292,17,office,snack
3815,ABBA,"Then, Steven and Michelle were thinking about going to the house. Michelle wanted to give a kiss to Steven","Then, Michelle and Steven were thinking about going to the house. Steven wanted to give a kiss to Michelle",Steven,Michelle,Michelle,Steven,23114,37108,37108,23114,20,house,kiss
3816,BABA,"After Thomas and Anthony went to the garden, Thomas gave a bone to Anthony","After Anthony and Thomas went to the garden, Anthony gave a bone to Thomas",Anthony,Thomas,Thomas,Anthony,21504,7536,7536,21504,14,garden,bone
3817,ABBA,"Then, Timothy and Jeffrey had a long argument, and afterwards Jeffrey said to Timothy","Then, Jeffrey and Timothy had a long argument, and afterwards Timothy said to Jeffrey",Timothy,Jeffrey,Jeffrey,Timothy,44708,48206,48206,44708,15,store,necklace
3818,ABBA,"Then, Travis and Rachel were thinking about going to the garden. Rachel wanted to give a necklace to Travis","Then, Rachel and Travis were thinking about going to the garden. Travis wanted to give a necklace to Rachel",Travis,Rachel,Rachel,Travis,52664,32758,32758,52664,20,garden,necklace
3819,ABBA,"Then, Bradley and Tiffany went to the restaurant. Tiffany gave a necklace to Bradley","Then, Tiffany and Bradley went to the restaurant. Bradley gave a necklace to Tiffany",Bradley,Tiffany,Tiffany,Bradley,42915,78477,78477,42915,15,restaurant,necklace
3820,BABA,"Then, Scott and Jeffrey had a lot of fun at the house. Scott gave a computer to Jeffrey","Then, Jeffrey and Scott had a lot of fun at the house. Jeffrey gave a computer to Scott",Jeffrey,Scott,Scott,Jeffrey,48206,12511,12511,48206,19,house,computer
3821,ABBA,"Then, Charles and Brian were thinking about going to the school. Brian wanted to give a ring to Charles","Then, Brian and Charles were thinking about going to the school. Charles wanted to give a ring to Brian",Charles,Brian,Brian,Charles,8868,19924,19924,8868,20,school,ring
3822,BABA,"Then, Jason and Thomas were working at the office. Jason decided to give a kiss to Thomas","Then, Thomas and Jason were working at the office. Thomas decided to give a kiss to Jason",Thomas,Jason,Jason,Thomas,7536,23019,23019,7536,18,office,kiss
3823,ABBA,"When Brian and Crystal got a ring at the hospital, Crystal decided to give it to Brian","When Crystal and Brian got a ring at the hospital, Brian decided to give it to Crystal",Brian,Crystal,Crystal,Brian,19924,28166,28166,19924,17,hospital,ring
3824,BABA,"Then, Lindsey and Kevin had a long argument, and afterwards Lindsey said to Kevin","Then, Kevin and Lindsey had a long argument, and afterwards Kevin said to Lindsey",Kevin,Lindsey,Lindsey,Kevin,19934,95807,95807,19934,15,school,basketball
3825,BABA,"Then, Benjamin and William had a lot of fun at the hospital. Benjamin gave a necklace to William","Then, William and Benjamin had a lot of fun at the hospital. William gave a necklace to Benjamin",William,Benjamin,Benjamin,William,7130,27316,27316,7130,19,hospital,necklace
3826,ABBA,"When Heather and Vanessa got a drink at the station, Vanessa decided to give it to Heather","When Vanessa and Heather got a drink at the station, Heather decided to give it to Vanessa",Heather,Vanessa,Vanessa,Heather,51593,68439,68439,51593,17,station,drink
3827,BABA,"When Samuel and Kristen got a kiss at the school, Samuel decided to give it to Kristen","When Kristen and Samuel got a kiss at the school, Kristen decided to give it to Samuel",Kristen,Samuel,Samuel,Kristen,76665,19784,19784,76665,17,school,kiss
3828,BABA,"Then, Matthew and Jessica had a long argument, and afterwards Matthew said to Jessica","Then, Jessica and Matthew had a long argument, and afterwards Jessica said to Matthew",Jessica,Matthew,Matthew,Jessica,36171,23739,23739,36171,15,garden,snack
3829,ABBA,"Then, Richard and Jonathan were working at the garden. Jonathan decided to give a kiss to Richard","Then, Jonathan and Richard were working at the garden. Richard decided to give a kiss to Jonathan",Richard,Jonathan,Jonathan,Richard,9135,25571,25571,9135,18,garden,kiss
3830,ABBA,"Then, Christine and Paul had a long argument, and afterwards Paul said to Christine","Then, Paul and Christine had a long argument, and afterwards Christine said to Paul",Christine,Paul,Paul,Christine,45698,6369,6369,45698,15,garden,computer
3831,ABBA,"Then, William and Anthony had a long argument, and afterwards Anthony said to William","Then, Anthony and William had a long argument, and afterwards William said to Anthony",William,Anthony,Anthony,William,7130,21504,21504,7130,15,hospital,bone
3832,BABA,"After Rebecca and Jamie went to the hospital, Rebecca gave a snack to Jamie","After Jamie and Rebecca went to the hospital, Jamie gave a snack to Rebecca",Jamie,Rebecca,Rebecca,Jamie,40742,43057,43057,40742,14,hospital,snack
3833,ABBA,"Then, Andrew and Erin had a lot of fun at the restaurant. Erin gave a ring to Andrew","Then, Erin and Andrew had a lot of fun at the restaurant. Andrew gave a ring to Erin",Andrew,Erin,Erin,Andrew,15970,42201,42201,15970,19,restaurant,ring
